,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
816988,6625523,HP696931,11/22/2008 02:30:00 PM,071XX S SOUTH SHORE DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,BARBERSHOP,False,False,334,3.0,7.0,43.0,11,,,2008,08/17/2015 03:03:40 PM,,,
816989,6625565,HP697964,11/23/2008 08:00:00 AM,0000X E OHIO ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1834,18.0,42.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816990,6672891,HP747468,12/15/2008 08:00:00 AM,0000X W CERMAK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT/GROUNDS,False,False,134,1.0,3.0,33.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816991,6672892,HP747573,12/23/2008 01:40:00 PM,010XX S WESTERN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1135,11.0,28.0,28.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816992,6625997,HP696971,11/22/2008 04:00:00 PM,001XX W 87TH ST,0810,THEFT,OVER $500,STREET,False,False,622,6.0,21.0,44.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816993,6626005,HP696788,11/22/2008 09:00:00 AM,048XX S MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,931,9.0,20.0,61.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816994,6672893,HP747469,12/13/2008 09:00:00 AM,061XX S LAFLIN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,713,7.0,15.0,67.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816995,6672894,HP747581,12/23/2008 02:00:00 PM,013XX W FULLERTON AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1933,19.0,32.0,7.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816996,6672895,HP747517,12/07/2008 03:34:00 PM,026XX W CERMAK RD,1120,DECEPTIVE PRACTICE,FORGERY,SMALL RETAIL STORE,False,False,1034,10.0,28.0,30.0,10,,,2008,08/17/2015 03:03:40 PM,,,
816998,6719593,HR105259,01/04/2009 12:00:00 AM,016XX N SPRINGFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,2535,25.0,30.0,23.0,05,,,2009,08/17/2015 03:03:40 PM,,,
817000,6627530,HP695519,11/21/2008 06:54:00 PM,003XX W LAKE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,False,111,1.0,42.0,,26,,,2008,08/17/2015 03:03:40 PM,,,
817001,6627670,HP691256,11/19/2008 01:15:00 PM,013XX N PULASKI RD,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,False,False,2535,25.0,27.0,23.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817003,6627749,HP694035,11/20/2008 07:30:00 PM,035XX W POTOMAC AVE,0810,THEFT,OVER $500,STREET,False,False,1422,14.0,26.0,23.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817007,6627877,HP700645,11/24/2008 09:00:00 PM,050XX S WINCHESTER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,915,9.0,16.0,61.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817008,6628539,HP699576,11/24/2008 12:15:00 PM,067XX S LAFLIN ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,725,7.0,17.0,67.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
817018,6629750,HP700104,11/24/2008 12:00:00 PM,023XX N BOSWORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1811,18.0,32.0,7.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817019,6629840,HP702867,11/25/2008 10:24:00 PM,022XX W LYNDALE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1432,14.0,32.0,22.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817020,6629841,HP699347,11/21/2008 02:00:00 PM,003XX W DIVERSEY PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2333,19.0,43.0,7.0,07,,,2008,08/17/2015 03:03:40 PM,,,
817021,6629842,HP701267,11/25/2008 07:35:00 AM,006XX W BELMONT AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2332,19.0,44.0,6.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
817022,6629843,HP702940,11/26/2008 09:30:00 AM,007XX E 64TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,312,3.0,20.0,42.0,07,,,2008,08/17/2015 03:03:40 PM,,,
817023,6629844,HP702933,10/01/2008 08:00:00 AM,008XX W 35TH PL,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,922,9.0,11.0,60.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817024,6629847,HP703678,11/26/2008 04:30:00 PM,036XX W DIVISION ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,1112,11.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817025,6629848,HP703847,11/26/2008 05:40:00 PM,016XX W 17TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1222,12.0,25.0,31.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817026,6629849,HP703865,11/26/2008 06:03:00 PM,005XX W BRIAR PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2332,19.0,44.0,6.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817027,6629850,HP703898,11/24/2008 10:30:00 PM,009XX W WRIGHTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1933,19.0,43.0,7.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817028,6629852,HP703983,11/26/2008 05:40:00 PM,048XX S SPRINGFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,821,8.0,14.0,57.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817029,6629853,HP704139,11/26/2008 07:00:00 PM,017XX W ROSCOE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1924,19.0,32.0,6.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817030,6629854,HP704324,11/26/2008 10:30:00 AM,055XX W LE MOYNE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,2532,25.0,37.0,25.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817033,6630069,HP702447,11/25/2008 04:30:00 PM,018XX W 105TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,2212,22.0,19.0,72.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817035,6630283,HP697285,11/22/2008 06:00:00 PM,026XX E 79TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,421,4.0,7.0,43.0,08B,1195067.0,1853095.0,2008,02/04/2016 06:33:39 AM,41.751804286,-87.560734564,"(41.751804286, -87.560734564)"
817041,6631423,HP703006,11/25/2008 05:00:00 PM,064XX S KOMENSKY AVE,0890,THEFT,FROM BUILDING,ALLEY,False,False,813,8.0,13.0,65.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817042,6631481,HP703168,11/26/2008 08:15:00 AM,073XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,734,7.0,17.0,67.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817043,6631497,HP703529,11/19/2008 09:00:00 AM,079XX S DREXEL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,True,624,6.0,8.0,44.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817045,6631808,HP702174,11/24/2008 02:30:00 PM,014XX W LAWRENCE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2311,19.0,47.0,3.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817046,6631815,HP704255,11/21/2008 01:00:00 AM,027XX W FRANCIS PL,0810,THEFT,OVER $500,SIDEWALK,False,False,1431,14.0,1.0,22.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817047,6631816,HP704352,11/26/2008 11:30:00 PM,109XX S VERNON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,513,5.0,9.0,49.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817048,6631817,HP704402,11/26/2008 10:45:00 PM,048XX N ASHLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2032,20.0,46.0,3.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817049,6631818,HP705549,11/27/2008 11:50:00 PM,020XX W FOSTER AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,2012,20.0,40.0,4.0,11,,,2008,08/17/2015 03:03:40 PM,,,
817050,6631819,HP705521,11/27/2008 11:11:00 PM,083XX S DREXEL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER,True,False,632,6.0,8.0,44.0,15,,,2008,08/17/2015 03:03:40 PM,,,
817051,6632505,HP703097,11/26/2008 11:30:00 AM,026XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2514,25.0,30.0,19.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817052,6634123,HP705832,11/27/2008 02:00:00 AM,091XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,633,6.0,8.0,44.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817053,6632824,HP703873,11/26/2008 04:54:00 PM,046XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2533,25.0,37.0,25.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817054,6634124,HP707445,11/14/2008 03:00:00 AM,062XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,311,3.0,20.0,40.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817055,6634125,HP707351,11/29/2008 12:20:00 AM,056XX S NORMAL BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,711,7.0,3.0,68.0,03,,,2008,08/17/2015 03:03:40 PM,,,
817056,6634126,HP699558,11/23/2008 06:30:00 AM,066XX S MARQUETTE RD,0890,THEFT,FROM BUILDING,APARTMENT,False,False,321,3.0,20.0,42.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817057,6634127,HP709090,11/30/2008 08:35:00 AM,038XX W ROOSEVELT RD,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,SIDEWALK,True,False,1011,10.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817058,6633542,HP688171,11/17/2008 03:45:00 PM,070XX S WESTERN AVE,2091,NARCOTICS,FORFEIT PROPERTY,STREET,True,False,832,8.0,17.0,66.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817059,6633948,HP706318,11/08/2008 01:15:00 AM,082XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,631,6.0,8.0,44.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
817061,6634116,HP709022,11/29/2008 09:00:00 AM,056XX S WOLCOTT AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,715,7.0,15.0,67.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817062,6634117,HP707664,11/29/2008 11:30:00 AM,033XX W FOSTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1712,17.0,39.0,13.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817063,6634118,HP709078,11/29/2008 08:00:00 PM,005XX N TRUMBULL AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,1121,11.0,27.0,23.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817064,6634119,HP709087,11/29/2008 09:00:00 PM,013XX W 97TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2213,22.0,21.0,73.0,07,,,2008,08/17/2015 03:03:40 PM,,,
817065,6634122,HP706207,11/16/2008 12:00:00 PM,073XX S HOYNE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,735,7.0,17.0,67.0,11,,,2008,08/17/2015 03:03:40 PM,,,
817066,6634272,HP707225,11/28/2008 10:30:00 PM,007XX W GRAND AVE,0810,THEFT,OVER $500,STREET,False,False,1323,12.0,27.0,24.0,06,1171249.0,1903691.0,2008,02/04/2016 06:33:39 AM,41.891198365,-87.646533906,"(41.891198365, -87.646533906)"
817067,6634377,HP707333,11/29/2008 05:30:00 AM,052XX W NORTH AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,2532,25.0,37.0,25.0,16,,,2008,08/17/2015 03:03:40 PM,,,
817068,6634632,HP707372,11/28/2008 08:00:00 PM,002XX E GRAND AVE,0810,THEFT,OVER $500,STREET,False,False,1834,18.0,42.0,8.0,06,1178193.0,1903963.0,2008,02/04/2016 06:33:39 AM,41.891789395,-87.621023949,"(41.891789395, -87.621023949)"
817070,6635164,HP692655,11/20/2008 11:00:00 AM,042XX W AUGUSTA BLVD,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,True,False,1111,11.0,37.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817071,6635278,HP707651,11/28/2008 11:00:00 PM,056XX W DAKIN ST,0810,THEFT,OVER $500,STREET,False,False,1633,16.0,38.0,15.0,06,1138002.0,1925687.0,2008,02/04/2016 06:33:39 AM,41.952223191,-87.768102814,"(41.952223191, -87.768102814)"
817072,6635335,HP707906,11/29/2008 01:30:00 PM,061XX N NAGLE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1611,16.0,41.0,10.0,08A,1132615.0,1940200.0,2008,02/04/2016 06:33:39 AM,41.992144056,-87.787566006,"(41.992144056, -87.787566006)"
817073,6635441,HP708210,11/29/2008 04:00:00 PM,036XX S MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,913,9.0,12.0,58.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817074,6635445,HP708400,11/29/2008 04:00:00 PM,059XX S CICERO AVE,0810,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,False,False,813,8.0,23.0,64.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817075,6635509,HP708858,11/28/2008 02:00:00 PM,113XX S AVENUE O,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,433,4.0,10.0,52.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817076,6635856,HP708514,11/29/2008 09:10:00 PM,072XX W BELMONT AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,False,False,1631,16.0,36.0,17.0,04B,,,2008,08/17/2015 03:03:40 PM,,,
817077,6636391,HP709290,11/30/2008 12:00:00 AM,010XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,2322,19.0,46.0,3.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817079,6636528,HP710223,11/29/2008 11:00:00 PM,033XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1134,11.0,28.0,27.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817080,6636529,HP709149,11/30/2008 09:53:00 AM,036XX W FRANKLIN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1122,11.0,27.0,23.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817081,6636570,HP709607,11/29/2008 07:00:00 PM,037XX W MONTROSE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1723,17.0,39.0,16.0,07,,,2008,08/17/2015 03:03:40 PM,,,
817084,6638204,HP711072,12/01/2008 12:40:00 PM,009XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,False,False,1323,12.0,27.0,24.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817086,6638325,HP710935,12/01/2008 11:30:00 AM,023XX W LOGAN BLVD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1432,14.0,1.0,22.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817089,6638561,HP711671,11/13/2008 03:45:00 PM,062XX N FRANCISCO AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,False,False,2413,24.0,50.0,2.0,10,,,2008,08/17/2015 03:03:40 PM,,,
817091,6638621,HP711829,11/20/2008 08:55:00 PM,027XX N LINCOLN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1933,19.0,32.0,7.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817092,6638622,HP711854,10/26/2008 12:00:00 AM,011XX W OAKDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,False,False,1932,19.0,44.0,6.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817096,6638915,HP706825,11/28/2008 07:00:00 PM,040XX W MONROE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,False,False,1115,11.0,28.0,26.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817097,6639360,HP712314,12/02/2008 01:30:00 AM,098XX S DORCHESTER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,WAREHOUSE,False,False,511,5.0,8.0,50.0,11,,,2008,08/17/2015 03:03:40 PM,,,
817098,6639439,HP710024,11/30/2008 08:52:32 PM,050XX S INDIANA AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,False,False,224,2.0,3.0,38.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817099,6639555,HP692568,11/20/2008 12:00:00 AM,069XX S VERNON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,322,3.0,6.0,69.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817100,6639790,HP712097,11/27/2008 12:01:00 AM,007XX E 38TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,True,True,212,2.0,4.0,36.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817101,6639791,HP713202,12/02/2008 09:00:00 AM,071XX S CARPENTER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,True,733,7.0,17.0,68.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817102,6639792,HP713493,12/02/2008 07:00:00 PM,047XX S SPRINGFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,821,8.0,14.0,57.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817103,6639793,HP713092,12/02/2008 07:30:00 AM,067XX S CALIFORNIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,831,8.0,15.0,66.0,07,,,2008,08/17/2015 03:03:40 PM,,,
817104,6639794,HP712975,12/02/2008 02:26:00 PM,036XX N NEW ENGLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,1632,16.0,36.0,17.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817106,6640029,HP664597,11/03/2008 11:00:00 PM,060XX S CAMPBELL AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,825,8.0,15.0,66.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817107,6640031,HP668718,11/06/2008 11:37:00 AM,074XX S KENWOOD AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE PORCH/HALLWAY,True,False,324,3.0,5.0,43.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817108,6640032,HP669285,11/06/2008 12:10:00 PM,038XX W ROOSEVELT RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1133,11.0,24.0,29.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817109,6640041,HP684842,11/15/2008 01:05:00 PM,009XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,1121,11.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817110,6640043,HP685076,11/15/2008 01:00:00 PM,056XX S HERMITAGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,715,7.0,15.0,67.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817111,6640083,HP712274,12/02/2008 12:00:00 AM,036XX S WOOD ST,0810,THEFT,OVER $500,STREET,False,False,922,9.0,11.0,59.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817112,6640147,HP691202,11/18/2008 12:00:00 AM,014XX S BLUE ISLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1231,12.0,2.0,28.0,05,,,2008,08/17/2015 03:03:40 PM,,,
817113,6640153,HP677501,11/11/2008 01:27:00 PM,042XX W MONROE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,1115,11.0,28.0,26.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817115,6640401,HP671914,11/07/2008 09:00:00 PM,035XX W ARMITAGE AVE,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,PARKING LOT/GARAGE(NON.RESID.),True,False,1413,14.0,26.0,22.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817116,6640405,HP671920,11/07/2008 10:35:00 PM,034XX W ADDISON ST,2012,NARCOTICS,MANU/DELIVER:COCAINE,PARKING LOT/GARAGE(NON.RESID.),True,False,1732,17.0,35.0,21.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817117,6640410,HP672495,11/08/2008 10:06:00 AM,038XX W AUGUSTA BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1112,11.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817118,6640414,HP672589,11/08/2008 11:23:00 AM,038XX W ROOSEVELT RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1133,11.0,24.0,29.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817119,6640435,HP670728,11/07/2008 11:08:00 AM,108XX S WALLACE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,True,False,2233,22.0,34.0,49.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817120,6640468,HP677273,11/11/2008 10:50:00 AM,024XX W 72ND ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,True,False,832,8.0,18.0,66.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817121,6640472,HP677337,11/11/2008 12:09:00 PM,007XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1121,11.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817122,6640485,HP670729,11/07/2008 11:25:00 AM,110XX S GREEN ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,True,False,2233,22.0,34.0,75.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817123,6640517,HP670733,11/07/2008 11:25:00 AM,006XX N RIDGEWAY AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1122,11.0,27.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817126,6640855,HP713473,12/02/2008 06:45:00 PM,067XX N BOSWORTH AVE,3100,PUBLIC PEACE VIOLATION,MOB ACTION,SIDEWALK,True,False,2432,24.0,40.0,1.0,24,,,2008,08/17/2015 03:03:40 PM,,,
817127,6640856,HP713395,12/02/2008 06:50:00 PM,007XX N HUDSON AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,STREET,True,False,1831,18.0,42.0,8.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817128,6640857,HP713560,11/27/2008 08:30:00 AM,055XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,822,8.0,14.0,63.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817129,6640858,HP694853,11/11/2008 06:30:00 PM,010XX W NORTH AVE,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,False,False,1811,18.0,32.0,7.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817130,6640859,HP713551,12/02/2008 08:00:00 PM,023XX N SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1413,14.0,35.0,22.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
817131,6640871,HP689029,11/18/2008 08:38:00 AM,072XX S ASHLAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,735,7.0,17.0,67.0,16,,,2008,08/17/2015 03:03:40 PM,,,
817132,6640872,HP689026,11/18/2008 08:50:00 AM,015XX W 62ND ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,713,7.0,15.0,67.0,16,,,2008,08/17/2015 03:03:40 PM,,,
817133,6640873,HP704136,11/25/2008 06:00:00 PM,059XX N RAVENSWOOD AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,2012,20.0,40.0,77.0,07,,,2008,08/17/2015 03:03:40 PM,,,
817134,6640874,HP714109,12/01/2008 09:00:00 PM,036XX W SUNNYSIDE AVE,0810,THEFT,OVER $500,STREET,False,False,1723,17.0,33.0,14.0,06,,,2008,08/17/2015 03:03:40 PM,,,
817135,6640983,HP713757,12/02/2008 09:00:00 AM,003XX E RANDOLPH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,124,1.0,42.0,32.0,14,,,2008,08/17/2015 03:03:40 PM,,,
817136,6640988,HP713389,12/02/2008 05:53:42 PM,009XX S INDEPENDENCE BLVD,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,1133,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
817137,6641606,HP714039,12/02/2008 05:30:00 PM,053XX N WINTHROP AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2023,20.0,48.0,77.0,07,,,2008,08/17/2015 03:03:40 PM,,,
817138,6641607,HP712503,11/26/2008 02:45:00 PM,005XX W 69TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,False,False,722,7.0,6.0,68.0,24,,,2008,08/17/2015 03:03:40 PM,,,
817139,6641616,HP713014,12/02/2008 03:00:00 PM,042XX S PRINCETON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,935,9.0,3.0,37.0,18,,,2008,08/17/2015 03:03:40 PM,,,
817140,6641617,HP712179,12/02/2008 03:15:00 AM,060XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2433,24.0,48.0,77.0,06,,,2008,08/17/2015 03:03:40 PM,,,
